,ID,SentimentText,Affect Dimension,Intensity Class,Sentiment
306,2017-En-21719,Just had my interview for the medical internship and I am beyond nervous😩 I was shaking so bad it was unreal😳,fear,3: high amount of fear can be inferred,2
84,2018-En-02407,People #honk like #idiots. Culture less indisciplined #Traffic #india #backtoreality #nightmare,fear,2: moderate amount of fear can be inferred,1
2118,2017-En-21541,"Shriekfest is lining up VOLUNTEERS! Oct 6-9, only serious inquiries please!  shriekfest@aol.com  see free films!  #horror",fear,0: no fear can be inferred,0
511,2017-En-20053,@RoseTintMyWorId fucking hell mate absolute nightmare 😓,fear,3: high amount of fear can be inferred,2
939,2017-En-20071,I am about to be a coward and I feel terrible. But I can't even face this 😭,fear,3: high amount of fear can be inferred,2
1543,2017-En-20965,"Don't let fear hold you back from being who you want to be. Use it's power to push you towards your goals. No more fear, just action. #fear",fear,0: no fear can be inferred,0
649,2017-En-22062,Was actually just watching AHS while half covering my eyes #scared #Roanoke  #AHSRoanoke,fear,3: high amount of fear can be inferred,2
1233,2017-En-20182,&gt;.&lt; too much clutter in my brain with recent little changes that I haven't yet processed... #dying #panic #IveBeenBusierWhyAmIOverwhelmed :(,fear,2: moderate amount of fear can be inferred,1
438,2017-En-22069,Side chick's be trying to fuck u like your going to forget about your wife when your done. ,fear,0: no fear can be inferred,0
407,2017-En-20779,"@jody_paterson So I worry about emphasis on 'keeping family together' as a guiding principle, due to my own experiences",fear,0: no fear can be inferred,0
969,2017-En-22059,The #movie Vantage Point makes my palms sweat EVERY time I watch it!!! #nervous 😥😥,fear,3: high amount of fear can be inferred,2
258,2018-En-01375,@eben4u #stayed on you...makes you appreciate love worshiping....All i want to do is worship you!!,fear,0: no fear can be inferred,0
228,2018-En-03823,@FFigureFBust How so? I've been thinking of getting it done and now you've given me a frighten.,fear,3: high amount of fear can be inferred,2
1250,2017-En-21652,@maddie_truex just wait till they hit you with the 5am fire alarm in the middle of winter. Those are sweet,fear,0: no fear can be inferred,0
452,2017-En-20320,@carlybigelow13 first you take the room now you wanna beat me up #bully,fear,1: low amount of fear can be inferred,1
1760,2017-En-20151,im tired of people telling me the worry about me when in fact they probably never gave a fuck about me,fear,2: moderate amount of fear can be inferred,1
1196,2017-En-21847,"Shriekfest is lining up VOLUNTEERS! Oct 6-9, only serious inquiries please!  shriekfest@aol.com  see free films! ",fear,0: no fear can be inferred,0
309,2017-En-22159,@FoxNews Yeah we're also experiencing terrorist attacks by Islam and #BlackLivesMatter at an alarming rate.,fear,3: high amount of fear can be inferred,2
1998,2017-En-22018,Beginning the process to see if working is an option. #mentalhealth #complexptsd #nervous,fear,3: high amount of fear can be inferred,2
2229,2017-En-20041,"i might have #hysteria ,i don't kno if it's just #anxiety or both,..need a diagnosis cuz somethin' is messed up,need ert bu i nvr come out",fear,3: high amount of fear can be inferred,2
1344,2017-En-22019,Beginning the process to see if working is an option. #mentalhealth #complexptsd ,fear,1: low amount of fear can be inferred,1
1382,2017-En-22231,I wish you stayed in Da Gump I'll make you panic like the last rapper,fear,0: no fear can be inferred,0
849,2017-En-21969,I think I may have a mild anxiety problem. I think that's what this feeling may be..,fear,3: high amount of fear can be inferred,2
155,2017-En-20267,"Rooney ! Oh dear, oh dear ! Fucking dreadful 🙈⚽️⚽️",fear,1: low amount of fear can be inferred,1
244,2018-En-01052,'we need to do something. something must be done!!!!!'\n\nyour anxiety is amusing. nothing will be done. despair.,fear,3: high amount of fear can be inferred,2
1513,2017-En-20203,Watching Paranormal Activity: The Ghost Dimension. I'm not sure how I feel about it yet. #horror,fear,2: moderate amount of fear can be inferred,1
1070,2017-En-20087,Can't believe how nervous I feel tonight...who feels the same #mufc,fear,3: high amount of fear can be inferred,2
409,2017-En-22051,"Df not be afraid to take a chance on peace, to teach peace, to live peace.Peace will be the last wordvof history Pope John Paul II",fear,0: no fear can be inferred,0
1767,2017-En-20371,Looks like #India is finally taking #Pakistan n it's #terrorism to task.#uriattacks.,fear,1: low amount of fear can be inferred,1
1620,2017-En-20186,I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 #nightmare,fear,2: moderate amount of fear can be inferred,1
363,2017-En-22137,Somewhere between  #hope and #despair the day after #meetingmyabuserincourt \n#DVSurvivor,fear,2: moderate amount of fear can be inferred,1
34,2017-En-20099,Being forced into a fake hug by someone who didn’t flinch to get litigious with you in the past - #awful 😖👺🙅,fear,2: moderate amount of fear can be inferred,1
798,2017-En-21518,i'm... nervous about this test rip,fear,3: high amount of fear can be inferred,2
1460,2017-En-20341,@GuardianAus @guardian because there is a realistic probability that a clown might be their next president. #clown #uspol ,fear,1: low amount of fear can be inferred,1
418,2017-En-20050,Today was horrible and it was only half a day,fear,3: high amount of fear can be inferred,2
559,2017-En-21416,It's unbelievable that security guard acting like a gangster trying 2 threaten me and tell me what to do with my own home. #terrify #annoy 😡,fear,3: high amount of fear can be inferred,2
1407,2017-En-21865,Go away please ... I'm begging »»» #depression #anxiety #worry #fear #sadness \nDreams of joy and my baby to be found...Sits on #AndisBench,fear,3: high amount of fear can be inferred,2
1727,2017-En-20157,It's 5:55am. I'm hungry but there is no food. #panic,fear,2: moderate amount of fear can be inferred,1
892,2017-En-20496,When my life became such a concern to irrelevant ass people I'll never know,fear,0: no fear can be inferred,0
1899,2017-En-22005,"😩😩😩😩 heads melted, very tired but can't sleep. #nightmare",fear,3: high amount of fear can be inferred,2
2102,2017-En-20885,the ending of how I met your mother is dreadful,fear,0: no fear can be inferred,0
1350,2017-En-22202,SO many great pics from the show in Tokyo😍 I like all his outfits now except the lace one w those horrible pants....💁,fear,0: no fear can be inferred,0
1503,2017-En-20057,@AHSFX thanks Ryan &amp; Brad for scary the shit out of us in the first episode. Don't think my heart will make it through the s6 ,fear,3: high amount of fear can be inferred,2
199,2018-En-00907,"Worst thing that's happened to you when flying? I had a 16h delay, left my phone in the terminal, and wallet on the plane #nightmare",fear,3: high amount of fear can be inferred,2
45,2018-En-04369,Ugh. What's wrong with me today? Feel absolutely dreadful 😓 I wonder if I'm fighting something off...? Roll on home time.,fear,3: high amount of fear can be inferred,2
587,2017-En-20236,#beyond naming &amp; shaming ; lies a vast space b/w #sanctions &amp; #terror state...v *wait til Others #impose it...&amp; do not hv COURAGE #ourselves,fear,1: low amount of fear can be inferred,1
1702,2017-En-20491,@BritishBakeOff Val's 'soggy bottom' face will haunt me. Stay strong V-dog!,fear,0: no fear can be inferred,0
1341,2017-En-20773,"@TheYoungEvans_ 'Kylie, you know me. I won't take no for answer for this kind of things...' *he would smirk and start on the crust.*",fear,0: no fear can be inferred,0
2122,2017-En-20479,#BB18 Michelle crying  again #shocking #bitter He's  just not that into you 😢#TeamNicole,fear,0: no fear can be inferred,0
273,2018-En-01152,"@Argos_Online customer service is dreadful, phone bill is huge and get passed from person 2 person and keep taking money off my card #idiots",fear,2: moderate amount of fear can be inferred,1
296,2018-En-03952,How has Berger King gotten away with selling absolute 💩for this many years? #terrible,fear,2: moderate amount of fear can be inferred,1
365,2017-En-21997,I'm not afraid of clowns but I'm really hoping they don't make an appearance around my hometown.,fear,1: low amount of fear can be inferred,1
754,2017-En-20096,Jimmy Carr makes me want to cry and cry *shiver* ,fear,2: moderate amount of fear can be inferred,1
434,2017-En-21875,Omg I actually thought she was going to jump.  #SouthPark20 #southpark,fear,0: no fear can be inferred,0
725,2017-En-20215,@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. #afraid,fear,1: low amount of fear can be inferred,1
151,2017-En-22162,Fingers crossed I can finish all my work early enough this Friday in time to catch @Raury at LIB 😦  #timetogrind,fear,2: moderate amount of fear can be inferred,1
1646,2017-En-21561,Yeah! Tonight it's time for the #weekend #mix @WildFM with @djkeanu and @RickWaltmann set your #alarm for 8pm #house #deephouse #ibiza,fear,0: no fear can be inferred,0
1839,2017-En-21563,day 2 of the thread and i thing he doesn't like me like that. idk he's so shy and secretive... ugh.,fear,1: low amount of fear can be inferred,1
345,2018-En-02424,work is going to kill me and 5 o'clock is nowhere near 😟,fear,2: moderate amount of fear can be inferred,1
2244,2017-En-20966,"@astockeyWTAE @SonniAbatta she is terrific at her job, where is she headed-- I missed that?",fear,0: no fear can be inferred,0
29,2017-En-20013,#panic Panic attack from fear of starting new medication,fear,3: high amount of fear can be inferred,2
643,2017-En-20367,@BaileyDemented @hsmitty3 ill kill u if u bully her 😤😤😤,fear,1: low amount of fear can be inferred,1
704,2017-En-20179,"Tomorrow is going to be a challenge, I have to talk at a freshers fair to STRANGERS 😁and pick up my new flat keys #anxiety",fear,2: moderate amount of fear can be inferred,1
613,2017-En-21312,what to wear Friday \nspeaking in front of 100's.   #nervous,fear,3: high amount of fear can be inferred,2
167,2018-En-00257,"Edinburgh is fucked\nThis city is a nightmare to drive 'round! 😖\nOne ways, bus lanes, cameras, feckin' trams! Who's idea was that?!",fear,3: high amount of fear can be inferred,2
2228,2017-En-20187,@coopah Worst than going to the morgue to do a positive ID. #horrible Reuters,fear,2: moderate amount of fear can be inferred,1
412,2017-En-21874,Omg I actually thought she was going to jump. #bully #SouthPark20 #southpark,fear,2: moderate amount of fear can be inferred,1
1528,2017-En-21866,"@warrensarahh @CjKiid awe, miss y'all too!:)",fear,0: no fear can be inferred,0
747,2017-En-20094, ughh I just want all this to be over.. it's like a nightmare! can we all just get along?,fear,3: high amount of fear can be inferred,2
717,2017-En-21708,Hope I sleep - no nightmare of Bakewell tarts #yuk #revolting #GBBO,fear,2: moderate amount of fear can be inferred,1
1911,2017-En-21302,@jshayevitz @Israel is a #bully worse than #hitler a #demon under #human guise.. its the cause of all #MiddleEast problems!,fear,2: moderate amount of fear can be inferred,1
1791,2017-En-22048,@ATTCares this really sucks how much your customer service sucks. I've been hung up on three times and this is absolutely horrible.,fear,0: no fear can be inferred,0
296,2017-En-21681,"#heavyheart these last couple of days, who are the cause of this  #fear of losing someone close ? #amerikkka #kkkops #TerenceCrutcher",fear,3: high amount of fear can be inferred,2
1561,2017-En-22004,I just want to be in Canada rn 😭 awe,fear,0: no fear can be inferred,0
181,2018-En-03289,"Like I might've set it down on top of my car &amp; if so, that shit is long gone 😭 ",fear,1: low amount of fear can be inferred,1
1772,2017-En-20058,"I start work tmrw yall, i'm nervous lol",fear,3: high amount of fear can be inferred,2
896,2017-En-20031,He replied to my comments 4 times now i'm shaking omg,fear,3: high amount of fear can be inferred,2
301,2017-En-22026,"With only 7 months left until I possess my undergraduate degree, I feel like I can't handle adulthood anymore #anxiety #nojobsinbiology",fear,3: high amount of fear can be inferred,2
223,2018-En-00716,@badpostyoongi I know for a fact they'll either ignore the fact tiff isn't or change Cindy's background,fear,0: no fear can be inferred,0
73,2017-En-20073,@BBCPolitics @BBCNews I'd rather leave my child with @BorisJohnson #shudder,fear,3: high amount of fear can be inferred,2
917,2017-En-22076,The cure for anxiety is an intimate relationship with Christ. - 1 John 4:18 ,fear,0: no fear can be inferred,0
1844,2017-En-21948,"Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain  #depression #pain",fear,3: high amount of fear can be inferred,2
1508,2017-En-21376,The majority of my clients have family/ partner/ day job/ life AND write their beautiful books. #awe #gratitude #HARDwork,fear,0: no fear can be inferred,0
816,2017-En-21435,Why is it so windy? So glad I didn't ride my bike. #fear #wind,fear,3: high amount of fear can be inferred,2
1032,2017-En-22112,Being bad at time management is finally starting to come back to haunt me.,fear,2: moderate amount of fear can be inferred,1
2165,2017-En-20283,"@Miami4Trump Yeah, but bad part is the #terrorism #terror Muslims won't be the ones leaving #ObamaLegacy #nationalsecurity #disaster #Obama",fear,1: low amount of fear can be inferred,1
43,2017-En-21073,@CurtisJobling Yes indeed! We know masses of students would be so excited to see you! We need to get this sorted! #haunt,fear,0: no fear can be inferred,0
371,2018-En-04050,"So today was interesting, first #panic attack. Might need to do something about that.",fear,3: high amount of fear can be inferred,2
323,2018-En-00581,i excepted the eclipse to make me believe in an omniscience force #dissapointed,fear,0: no fear can be inferred,0
1376,2017-En-20018,I get so much PUSSY\nP - panic attacks \nU - uncontrollable anxiety \nS - suicidal fantasies \nS - sadness \nY - yearning for death,fear,3: high amount of fear can be inferred,2
354,2017-En-22030,This brother know we know that his life was not in danger. This gun law got people in this country fearing for their life. White people.,fear,2: moderate amount of fear can be inferred,1
2121,2017-En-21061,@LakersTakeover it ain't that serious. #HOUvsNE  #igotbetterthingstodotonightthandie,fear,0: no fear can be inferred,0
1715,2017-En-20085,I have another test tonight #nervous,fear,3: high amount of fear can be inferred,2
163,2017-En-22092,@salutetroye you look adorable awe,fear,0: no fear can be inferred,0
2125,2017-En-21916,Gosh #anxiety attacks turning into #Panic attacks are fucking ugly ....,fear,3: high amount of fear can be inferred,2
1644,2017-En-22088,I'm a walking ball of stress and anxiety lol,fear,3: high amount of fear can be inferred,2
2195,2017-En-21165,@All4 is the android app it designed to be buggy and work sporadically on a fire TV box? ,fear,0: no fear can be inferred,0
489,2017-En-21491,#ArchangelSummit @sethgodin  Anyone can be brave but you just have to last 5 mins longer than everyone else. #leadership #fear,fear,0: no fear can be inferred,0
2007,2017-En-20042,@danisnotonfire you made me cry and shake to the point where my parents had to calm me down and give me calming tablets...,fear,3: high amount of fear can be inferred,2
1059,2017-En-20347,The fact that we have a presidential candidate that speaks the way Trump does is alarming. I thought higher of my peers. #FDT16,fear,1: low amount of fear can be inferred,1
2038,2017-En-21194,also i had an awful nightmare involving being sick where worms were involved i was so disgusted when i woke up,fear,3: high amount of fear can be inferred,2
384,2017-En-21254,An adviser to the #European #Union’s top #court said #Hamas and the #Tamil #Tigers should be taken off the EU’s #terror list.#lka,fear,0: no fear can be inferred,0
435,2017-En-20383,"can only blame Jose ere why would you give Rojo another start after Sunday , fucking disaster waiting to happen &amp; it did shocking header !",fear,1: low amount of fear can be inferred,1
1204,2017-En-20228,We ashamed of being an ally to you. Pakistan sacrificed almost 50000 civilians by siding you in war on #terror @JudgeTedPoe,fear,1: low amount of fear can be inferred,1
573,2017-En-20769,I have no #alarm preset #life will #wakemeup,fear,0: no fear can be inferred,0
2224,2017-En-22007,"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. #depression  #anxietyprobz",fear,3: high amount of fear can be inferred,2
207,2018-En-02573,@praddy06 sir.. will we have the need for umbrella today evening.. sun seems to be stronger to pave way for clouds.. 😟,fear,0: no fear can be inferred,0
713,2017-En-20494,you come running back to me saying how much you miss me then cower away when we acc try a friendship 👍🏼,fear,0: no fear can be inferred,0
291,2017-En-21559,So I've decided to go talk to Mr. Smithrud about that creepy fucking guy since he gave me a fucking anxiety attack this morning,fear,3: high amount of fear can be inferred,2
1795,2017-En-20620,"@David_Stepp Any other election, fine vote 3rd party as useless as it is but not this one. I hesitate to say it'd be selfish but...",fear,0: no fear can be inferred,0
890,2017-En-21755,Don't understand reason for #Muslim countries citing #terrorism as reason for not taking #refugees. Aren't #terror attacks against infidels?,fear,2: moderate amount of fear can be inferred,1
24,2017-En-21182,@BuzzFeed so this houses will get into my instestines and scare my poop and I'll shit my pants?,fear,2: moderate amount of fear can be inferred,1
1878,2017-En-22189,"I feel really nervous, or anxious. Idk. My leg keeps shaking. Hmm",fear,3: high amount of fear can be inferred,2
1728,2017-En-20061,Wish I could convince the rest of my children to go to their fucking preschool and elementary schools with fear of gun violence.,fear,3: high amount of fear can be inferred,2
300,2017-En-21331,like srsly somebody help me deal with this social anxiety,fear,3: high amount of fear can be inferred,2
1928,2017-En-21384,Caballero having a nightmare #sweeperkeepernot,fear,1: low amount of fear can be inferred,1
166,2017-En-21881,I need to learn to be in one place at one time and try not to worry about everything all at once,fear,1: low amount of fear can be inferred,1
690,2017-En-22232,ppl talking about diets and i am feeling #terrible hahaha,fear,0: no fear can be inferred,0
1121,2017-En-20016,anxiety level- 100,fear,3: high amount of fear can be inferred,2
970,2017-En-21834,@caseycdutch @m_rath that's what some rioters are doing #terrorism,fear,1: low amount of fear can be inferred,1
1055,2017-En-21356,@Groupon_UK who do I contact about a shocking experience with Clear Sky Holidays booked through you guys?? #customerservicefail ,fear,0: no fear can be inferred,0
189,2017-En-21267,Been up since 4am. Too scared to go back to sleep #nightmare — feeling scared,fear,3: high amount of fear can be inferred,2
318,2018-En-02934,Are u #depressed #hypo #manic #lonely #bored #nofriends #needfreinds #friend I feel chatty I wanna help ppl or just #makefriend 's #dm #moms,fear,0: no fear can be inferred,0
266,2017-En-20028,I am beyond mad that I lost track of a brown spider in my brown carpet. Where did you go? 🕷 will be sneaking up on me #frightened,fear,3: high amount of fear can be inferred,2
2032,2017-En-21490,something incredibly terrible about my life is i'm 23 years old and still suffering through group projects..........,fear,2: moderate amount of fear can be inferred,1
50,2018-En-01452,horrid,fear,2: moderate amount of fear can be inferred,1
1972,2017-En-20380,PASTOR - 15 FEET away from shooting victim during protest says he is skeptical of official story.  #CharlotteProtest #CharlotteRiot,fear,1: low amount of fear can be inferred,1
954,2017-En-20072,"#WeirdWednesday OKAY! That jump-scared the #Poop out of me right there. Bad dog, BAD! Total code-brown in my favorite pants. #Damnit #horror",fear,3: high amount of fear can be inferred,2
36,2017-En-20548,@hotpatooties more like quickie divorce #awful,fear,0: no fear can be inferred,0
3,2017-En-20740,@carlybigelow13 first you take the room now you wanna beat me up ,fear,0: no fear can be inferred,0
678,2017-En-21285,When City Hall has the fire alarm go off and it's been 15 minutes and the fire department still isn't here,fear,1: low amount of fear can be inferred,1
1712,2017-En-20929,@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. #terrible,fear,0: no fear can be inferred,0
62,2018-En-03227,"Not only has my flight been delayed numerous times, we have not been provided with a snack cart #horrific",fear,1: low amount of fear can be inferred,1
903,2017-En-20204,"Even death is unreliable. Instead of zero it may be some ghastly hallucination, such as the square root of minus one.  Samuel Beckett",fear,2: moderate amount of fear can be inferred,1
381,2017-En-20838,@BartholomewD It's -terrible-! We're going to the local fish/chip place in Kirribilli ,fear,0: no fear can be inferred,0
749,2017-En-20519,Val is the type of woman you would dread bringing a donation for the bake sale #GBBO,fear,0: no fear can be inferred,0
2181,2017-En-22101,@JonnyOwenFilm @ringsiderobbie1 can you remember that train Sunday after Froch v Kessler ? #nightmare,fear,2: moderate amount of fear can be inferred,1
340,2018-En-03719,"The blackest abyss of despair, Alonzo",fear,3: high amount of fear can be inferred,2
828,2017-En-20226,World is facing #terrorism. Where #Terrorist's school exist? Who are terrorist's teacher &amp; father. Which is terrorist's motherland?,fear,1: low amount of fear can be inferred,1
278,2017-En-20973,I delete numbers so quick with no hesitation,fear,0: no fear can be inferred,0
1390,2017-En-20378,@NaziaMemon01 yeah a terror packed terror supported speech..,fear,1: low amount of fear can be inferred,1
2014,2017-En-21431,Starting to get butterflies in our tummies about tomorrow...who will win?! #nervous @IPMCOGSAwards,fear,2: moderate amount of fear can be inferred,1
88,2018-En-01014,If God had a plan he would've made already #discouraged,fear,2: moderate amount of fear can be inferred,1
1073,2017-En-22144,I'm so nervous,fear,3: high amount of fear can be inferred,2
822,2017-En-21280,@littlepieces Customer services got involved and eventually completely wash their hands of it. #awful #dreamornightmare,fear,1: low amount of fear can be inferred,1
2025,2017-En-20294,@williamcontrol just preordered The Pale EP... Would have paid for the phone call... But I would have freaked out and not said anything #shy,fear,1: low amount of fear can be inferred,1
1247,2017-En-21266,"What a shamefull, unequal, dangerous and worrying world we live in nowadays! #terrifying #Charlotte  #shitworldforourkids",fear,3: high amount of fear can be inferred,2
831,2017-En-21958,#amwriting #horror in the dark and a loud creaking door noise is coming from the kitchen. There are no doors there to creak. WTF.,fear,3: high amount of fear can be inferred,2
2045,2017-En-20088,@MrsCassonC @15_jordyn WAS THERE A CLOWN IN YOUR NEIGHBORHOOD?  #creepy #EnoughIsEnough,fear,3: high amount of fear can be inferred,2
686,2017-En-21716,@WaterboysAS I would never strategically vote for someone I don't agree with. A lot of the Clinton vote based on fear and negativity.,fear,1: low amount of fear can be inferred,1
206,2018-En-00627,@chelseanews4you Best of luck blues army make us feeling goofy this season again  BLUES TILL ETERNITY,fear,0: no fear can be inferred,0
1207,2017-En-20323,“The #greatest fear #dogs know is the #fear that you will not come back when you go out the #door #without them.”   \n  ―#Stanley #Coren,fear,1: low amount of fear can be inferred,1
1412,2017-En-20994,It's better to be wetter than it is to be dry' jesus christ Val don't be shy hen 😂😂 #GBBO,fear,0: no fear can be inferred,0
58,2018-En-03025,"The entire Universe outside our galaxy could completely disappeared over 20,000 years ago and we still wouldn't know it yet.. #terrifying",fear,3: high amount of fear can be inferred,2
1670,2017-En-20140,Job interview in the afternoon  #ek,fear,2: moderate amount of fear can be inferred,1
420,2017-En-20017,Wah just woke up frm a fucking nightmare,fear,3: high amount of fear can be inferred,2
1149,2017-En-20229,#terror test ................,fear,1: low amount of fear can be inferred,1
1023,2017-En-21368,I stepped into the shower and my spidey senses tangled. I immediately looked up and saw a spider directly above my head. ,fear,3: high amount of fear can be inferred,2
621,2017-En-20027,@tchop__StL @YouTube \nI get sick to my stomach everytime I see this video &amp; for the helicopter crew to make such comments is revolting.,fear,3: high amount of fear can be inferred,2
326,2018-En-01887,"If you sit back, watch &amp; listen to every .@TheDemocrats &amp; .@DNC member, you'll quickly learn it's #Victimhood, #racism, &amp; #hatred. I'm #WOKE",fear,1: low amount of fear can be inferred,1
1377,2017-En-20227,"@CBSThisMorning @newsgirl123456 again, profiling DOESN'T discourage (September 20, 2016; 18:41 EDT) #terror #TRUMP #FAIL",fear,1: low amount of fear can be inferred,1
27,2017-En-20718,You have a #problem? Yes! Can you do #something about it? No! Than why ,fear,0: no fear can be inferred,0
1586,2017-En-22027,"With only 7 months left until I possess my undergraduate degree, I feel like I can't handle adulthood anymore  #nojobsinbiology",fear,3: high amount of fear can be inferred,2
1201,2017-En-20077,I just deleted my save file trying to load it up. Now I have to start. All. Over. Again. I am going to freaking kill someone. Pray for me.,fear,3: high amount of fear can be inferred,2
194,2017-En-22091,@billmaher @realDonaldTrump was right and you two have very similar stances against #radical #islamic #terror. Time to anoint the Orange one,fear,0: no fear can be inferred,0
963,2017-En-21752,@imtarakate Uggh that's really horrible. You're not a bad person by any stretch of the imagination. I hope this person realizes that.,fear,0: no fear can be inferred,0
41,2018-En-04082,"Leviticus 19:14\nYou shall not curse the #deaf or put a stumbling #block before the #blind, but you shall #fear your #God: I am the [1/2]",fear,2: moderate amount of fear can be inferred,1
494,2017-En-21152,"Really.....#Jumanji 2....w/ The Rock, Jack Black, and Kevin Hart...are you kidding me! WTF! #ThisIsATerribleIdea #horrible",fear,0: no fear can be inferred,0
1573,2017-En-21886,"He accusd India of HR violations in Kashmir BUT refusd to name India's role in fomenting terror in Pakistan through TTP, BLA &amp; MQM.shame #ZH",fear,1: low amount of fear can be inferred,1
138,2017-En-21215,When you're scared to press send #bgoodthepoet #PrayForMe #ThisIsAGodDream #career #help #fear #heart #HeartRacing,fear,3: high amount of fear can be inferred,2
73,2018-En-00076,@1ncamera @Weehugs @DavidYoungPA @PA Stupidity is part of their proud cultural identity. 😠,fear,0: no fear can be inferred,0
1850,2017-En-20063,Now this is getting out of hand. I'm freaked out by this death...and I'm God!! #mommaGrendel #intimidation,fear,3: high amount of fear can be inferred,2
272,2018-En-03935,"Went to bed a 1:30, fell asleep after, my niece started crying at 4. I'm dying... 😧",fear,1: low amount of fear can be inferred,1
936,2017-En-20043,Gonna get some acupuncture today for all my damn anxiety 🙃🤕,fear,3: high amount of fear can be inferred,2
258,2017-En-20538,"#Trump is #afraid of the big, bad #Hillary. #election #PresidentialDebate #PresidentialElection2016 #orangehitler #skip #hide #coward ",fear,0: no fear can be inferred,0
1160,2017-En-21461,@ducktapepr @midnightaction @juliea592 @catherinerusse2 I dread to think... #DirtyPeople,fear,1: low amount of fear can be inferred,1
1389,2017-En-20543,That last minute was like watching a horror show #GBBO 😥,fear,0: no fear can be inferred,0
871,2017-En-20084,"In #Bangladesh war, #US almost bombed us had #Russia not been there. What strategy for #China on #Pakistan? Time ripe to crush #terror camps",fear,3: high amount of fear can be inferred,2
563,2017-En-20440,@ExpressScripts u shd b embrrssd. u jack up my bp meds twice and it will still take 3-5 days? Not express at all. #expressscripts ,fear,0: no fear can be inferred,0
632,2017-En-20089,@MrsCassonC @15_jordyn WAS THERE A CLOWN IN YOUR NEIGHBORHOOD? #nightmare #creepy #EnoughIsEnough,fear,3: high amount of fear can be inferred,2
1955,2017-En-21737,"Virtually every statement by other countries at UN has referred to #terror as main threat to peace, #Pak still in denial: MEA.",fear,1: low amount of fear can be inferred,1
966,2017-En-21170,The Apocalypse has hit our gym and it's  nothing what I thought it would be...\n\nEveryone is wearing vests! What if it's contagious? ,fear,1: low amount of fear can be inferred,1
1521,2017-En-20291,@wwcummings @USATODAY this individual is clearly trying 2 #intimidate this #LEO I see an issue here. STOP CAUSING ISSUES by pushing limits!!,fear,1: low amount of fear can be inferred,1
771,2017-En-20296,@GuardianAus @Paul_Karp Maybe 49% support no #Muslim immigration cos they perceive the risk of #Islamist ideology &amp; #terrorism as too high?,fear,1: low amount of fear can be inferred,1
616,2017-En-20316,@RogueCoder250 We are in so much trouble!! I don't think the Rev will see the funny side of our project. ,fear,1: low amount of fear can be inferred,1
286,2018-En-03055,"Just waved daughter and her wee friend off to school, walking by themselves #sob #terrifying!",fear,3: high amount of fear can be inferred,2
1951,2017-En-20048,i had a hard time falling a sleep and woke up several times because i was afraid of bugs crawling on me and i ended up waking up with a bite,fear,3: high amount of fear can be inferred,2
180,2018-En-03267,@Cex Waste of time had this before nothing gets done. Won't be using you again #awful,fear,1: low amount of fear can be inferred,1
341,2018-En-03770,Brown envelopes can induce panic. #posttruth,fear,3: high amount of fear can be inferred,2
14,2017-En-20824,"@DeionSandersJr @DeionSanders so bad...Slash prices or send them to refugee camps, like team gear after they lose championships. ",fear,0: no fear can be inferred,0
850,2017-En-21357,@sandrosmom The horror!,fear,2: moderate amount of fear can be inferred,1
453,2017-En-20489,Damnnit! Gonna be 1400 pts shy on Chiefs Rewards of getting a post game photo.,fear,0: no fear can be inferred,0
1560,2017-En-21850,@gmbremer is his shoulder a legit concern? 'Expects to play' isn't reassuring 2 games into the season after having shoulder problems.,fear,0: no fear can be inferred,0
904,2017-En-20553,"Especially true if there is an impulsive, thin-skinned bully who likes to silence critics &amp; opponents as president. #voxconversations",fear,0: no fear can be inferred,0
1693,2017-En-20379,@peacexxanna your nightmare,fear,1: low amount of fear can be inferred,1
136,2017-En-20111,Background. Suffered a bit at times of #stress. Always a bit #shy. About 8 years ago (aged 30) I was made redundant. That's when it started,fear,2: moderate amount of fear can be inferred,1
1078,2017-En-20065,Feeling like I've had the worst night of sleep ever - not great before the #London to #Brighton #cycle ride for @DMTFYP 🚴100k ?,fear,3: high amount of fear can be inferred,2
1216,2017-En-21859,Body is sleepy but the mind is active. So sad... Have to get ready for work in 30 minutes. Damn! ,fear,1: low amount of fear can be inferred,1
1364,2017-En-21183,Nothing worse than an uber driver that can't drive. #awful,fear,2: moderate amount of fear can be inferred,1
455,2017-En-20155,"Just heard what happen at grandad hometown last night such a terrible news 💔, hope everyone okay 😢",fear,2: moderate amount of fear can be inferred,1
1137,2017-En-20384,"@komaebun He just has that way of thinking, he wants absolute hope born from absolute despair.",fear,1: low amount of fear can be inferred,1
862,2017-En-20078,@RossKemp Omg that is just horrific. Something needs to be done. 😢,fear,3: high amount of fear can be inferred,2
1005,2017-En-22166,@CNN bully,fear,0: no fear can be inferred,0
245,2018-En-00635,Let's hope the ct scan gives us some answers on this lump today #nervous,fear,3: high amount of fear can be inferred,2
212,2018-En-03269,"Listening to these refugee children, barely a decade old, describe the horrific acts they were forced to commit is terrifying. #DatelineSBS",fear,3: high amount of fear can be inferred,2
